0,0,38,26,75,73
0,1,84,27,121,73
0,2,126,27,164,73
0,3,168,27,207,73
0,4,209,26,249,73
0,5,251,26,291,73
0,6,293,27,333,73
0,7,336,27,375,73
0,8,380,27,417,73
0,9,424,26,460,73
0,10,469,26,503,73
1,0,570,26,610,71
1,1,623,25,662,71
2,0,728,24,765,71
2,1,771,24,808,71
2,2,821,25,858,71
2,3,864,25,902,71
2,4,909,25,947,71
2,5,954,25,992,71
2,6,1000,25,1038,71
2,7,1050,25,1084,71
2,8,1098,26,1132,71
2,9,1147,26,1189,71
3,0,36,106,74,152
3,1,78,108,117,152
3,2,122,108,163,151
3,3,168,106,210,149
3,4,215,104,258,147
3,5,262,105,307,148
3,6,312,108,356,150
3,7,360,109,405,150
3,8,409,108,454,150
3,9,459,108,502,151
3,10,506,107,551,157
3,11,555,108,597,151
3,12,602,108,647,151
3,13,651,109,701,151
3,14,705,108,756,150
4,0,909,105,946,152
4,1,960,106,998,152
4,2,1006,106,1056,152
4,3,1063,106,1120,152
4,4,1129,106,1183,152
5,0,28,163,85,223
5,1,87,180,135,223
5,2,140,178,189,224
5,3,199,179,250,224
5,4,255,178,300,224
5,5,305,179,352,223
5,6,355,178,403,223
5,7,407,179,459,224
5,8,463,179,511,224
5,9,517,178,562,224
5,10,567,179,618,223
5,11,629,178,678,223
5,12,682,177,727,223
5,13,733,177,776,223
5,14,780,179,821,223
5,15,825,181,866,224
5,16,870,180,911,224
5,17,916,180,957,224
5,18,963,180,1005,224
6,0,34,252,71,300
6,1,83,254,122,301
6,2,132,255,170,301
6,3,181,254,219,301
6,4,233,253,273,301
6,5,284,252,324,303
6,6,334,251,373,302
6,7,386,251,424,301
6,8,439,251,474,301
6,9,488,252,520,301
6,10,536,253,568,301
6,11,582,254,613,301
6,12,626,255,658,302
6,13,671,254,702,302
6,14,717,253,748,302
6,15,765,252,797,302
6,16,815,251,849,302
6,17,859,251,895,302
6,18,907,251,944,301
6,19,953,252,990,300
7,0,24,326,66,374
7,1,77,326,118,373
7,2,137,326,173,374
7,3,190,327,224,375
7,4,244,327,275,377
7,5,292,325,328,377
7,6,343,325,382,375
7,7,390,325,430,373
7,8,438,325,479,373
7,9,486,325,528,374
7,10,537,325,580,375
7,11,588,326,632,374
7,12,641,327,685,376
7,13,694,328,737,376
7,14,746,327,787,377
7,15,796,325,831,377
7,16,843,324,874,376
7,17,884,324,917,375
7,18,925,325,963,373
7,19,971,325,1012,373
8,0,34,395,72,439
8,1,84,404,123,440
8,2,133,409,173,440
8,3,178,410,217,441
8,4,224,408,260,440
8,5,269,401,304,439
8,6,315,407,352,438
8,7,361,406,400,439
8,8,414,400,452,439
8,9,469,397,505,439
8,10,520,398,558,438
8,11,572,395,611,438
8,12,625,394,663,439
8,13,675,393,712,439
9,0,32,449,63,505
9,1,77,465,111,506
9,2,123,470,157,503
9,3,165,470,200,499
9,4,209,471,245,503
9,5,254,470,291,504
9,6,301,470,335,505
9,7,350,465,381,503
9,8,396,462,425,502
9,9,440,462,469,501
9,10,484,463,516,498
9,11,530,467,565,497
9,12,573,467,612,496
9,13,616,463,655,496
9,14,661,461,698,496
9,15,705,461,737,501
10,0,25,542,68,576
10,1,73,539,118,576
10,2,124,533,167,576
10,3,174,526,213,574
10,4,224,521,265,571
10,5,275,517,317,569
10,6,324,516,368,569
10,7,374,516,422,571
10,8,428,516,480,572
10,9,485,515,541,574
10,10,545,514,601,573
10,11,607,513,663,573
10,12,668,513,723,571
10,13,730,513,784,566
10,14,792,514,843,565
10,15,852,513,899,566
10,16,909,515,955,568
10,17,965,530,1014,574
10,18,1024,540,1069,576
10,19,1076,533,1113,576
11,0,32,585,71,644
11,1,76,598,116,644
11,2,122,598,168,644
11,3,171,600,220,644
11,4,223,602,272,644
11,5,279,604,325,644
11,6,336,609,382,645
11,7,390,612,437,645
11,8,440,614,489,645
11,9,504,614,553,645
11,10,558,614,608,645
11,11,612,611,661,645
11,12,664,607,713,645
11,13,718,607,768,645
11,14,773,607,823,645
11,15,829,607,879,645
11,16,887,607,937,645
11,17,941,607,990,645
11,18,994,607,1043,645
11,19,1047,607,1096,645
11,20,1100,607,1149,645
11,21,1154,607,1204,645
12,0,30,669,79,700
12,1,89,671,142,700
12,2,149,671,205,701
12,3,212,671,272,699
13,0,27,705,87,745
13,1,93,717,153,745
13,2,158,717,216,745
13,3,222,718,278,745
13,4,284,717,338,744
13,5,342,717,391,744
13,6,396,717,444,744
13,7,451,717,500,744
