0,0,9,24,37,60
0,1,45,24,73,59
0,2,82,24,108,59
0,3,116,24,142,59
0,4,150,24,176,59
0,5,184,24,211,59
0,6,219,24,246,59
0,7,254,24,281,59
0,8,289,24,316,59
0,9,325,24,351,59
0,10,360,24,387,59
0,11,397,24,426,60
0,12,434,24,465,60
0,13,476,24,508,61
0,14,518,24,551,61
0,15,560,24,593,61
0,16,600,24,633,61
0,17,638,24,671,61
0,18,679,24,712,61
0,19,718,24,750,61
0,20,759,24,789,60
0,21,799,24,829,60
1,0,891,20,918,56
1,1,924,21,951,57
2,0,7,75,36,110
2,1,46,76,76,111
2,2,85,79,116,111
2,3,124,81,156,110
2,4,164,82,196,110
2,5,203,81,234,109
2,6,242,77,273,109
2,7,281,74,315,109
2,8,321,71,358,109
2,9,364,70,401,109
2,10,407,69,446,109
2,11,453,70,494,109
2,12,501,70,543,109
2,13,549,71,593,109
2,14,599,71,643,109
2,15,649,71,694,109
2,16,700,71,745,109
3,0,4,146,31,182
3,1,39,146,66,182
3,2,74,146,102,181
3,3,110,146,143,181
3,4,149,146,187,181
3,5,193,146,231,181
3,6,238,146,272,181
3,7,280,146,311,181
4,0,351,146,379,182
4,1,388,146,419,181
4,2,429,146,463,181
4,3,472,144,505,181
4,4,514,135,541,181
4,5,551,134,577,181
4,6,587,134,613,181
4,7,622,134,647,181
4,8,656,134,680,181
4,9,689,135,714,181
4,10,725,140,754,181
4,11,762,143,797,181
4,12,805,144,833,183
4,13,839,146,874,181
4,14,881,147,918,181
4,15,926,147,960,181
4,16,969,146,998,181
5,0,9,217,42,253
5,1,49,218,81,254
5,2,88,218,117,253
5,3,127,217,154,252
5,4,164,216,191,251
5,5,202,216,229,252
5,6,240,216,267,252
5,7,278,216,304,252
5,8,315,217,341,252
5,9,353,218,379,252
5,10,391,219,418,254
5,11,430,217,457,253
5,12,470,216,497,253
5,13,510,216,538,253
5,14,548,216,579,253
5,15,589,217,622,253
6,0,14,278,37,315
6,1,53,278,75,315
6,2,89,277,115,316
6,3,126,277,157,314
6,4,166,279,206,313
6,5,213,282,260,314
6,6,266,284,312,315
6,7,319,285,358,314
6,8,364,285,395,315
6,9,407,285,437,315
6,10,451,283,477,313
6,11,491,280,515,314
6,12,529,278,552,314
7,0,9,351,39,384
7,1,48,358,79,386
7,2,87,362,120,387
7,3,129,362,160,387
7,4,169,362,201,388
7,5,207,363,242,388
7,6,247,363,285,388
7,7,293,363,336,388
7,8,344,362,393,386
7,9,399,358,446,386
7,10,453,357,498,385
7,11,506,359,550,385
7,12,560,354,605,386
7,13,612,349,652,386
7,14,667,347,702,385
7,15,713,346,746,385
7,16,755,346,791,385
7,17,800,346,837,385
7,18,844,350,874,385
7,19,884,355,913,386
8,0,9,418,45,457
8,1,53,419,83,451
8,2,92,422,116,455
8,3,127,425,152,457
8,4,162,428,189,457
8,5,199,428,226,455
8,6,235,428,263,452
8,7,273,428,301,456
8,8,310,428,338,458
8,9,348,428,375,457
8,10,385,423,409,454
8,11,421,421,444,451
8,12,456,420,482,449
8,13,493,421,521,449
8,14,532,424,562,449
8,15,571,423,602,449
8,16,609,420,640,449
8,17,648,419,677,450
9,0,8,487,37,521
9,1,48,489,77,521
9,2,89,487,117,521
9,3,128,483,158,521
9,4,174,482,208,521
9,5,217,480,255,520
9,6,260,475,302,515
9,7,312,469,353,509
9,8,362,466,401,505
9,9,413,465,451,503
9,10,462,465,499,501
9,11,512,465,547,500
9,12,561,466,596,500
9,13,608,467,645,503
9,14,656,469,692,509
9,15,702,473,737,513
9,16,750,476,785,513
9,17,790,479,825,519
9,18,831,481,858,519
9,19,872,483,899,519
10,0,6,549,34,584
10,1,47,552,76,585
10,2,88,556,119,585
10,3,131,558,166,585
10,4,176,560,216,585
10,5,225,560,268,585
10,6,277,558,321,585
10,7,333,561,376,587
10,8,385,561,428,587
10,9,438,560,481,587
10,10,490,561,533,587
10,11,541,561,584,587
10,12,591,561,634,587
11,0,6,625,50,647
11,1,60,625,110,646
11,2,120,625,169,647
11,3,179,624,225,647
11,4,234,624,279,647
11,5,288,625,331,646
11,6,341,625,382,646
11,7,393,625,432,647
11,8,443,625,482,647
11,9,492,624,533,646
11,10,544,624,586,646
11,11,598,625,640,646
12,0,699,620,739,647
12,1,748,625,789,647
12,2,798,625,841,647
12,3,850,625,891,646
13,0,5,677,52,714
13,1,64,677,111,712
13,2,120,679,154,712
13,3,164,681,198,712
13,4,206,691,243,712
13,5,250,689,290,715
13,6,296,687,338,717
13,7,346,696,393,718
13,8,400,699,449,718
13,9,455,695,497,718
13,10,502,686,542,718
13,11,547,684,584,718
13,12,603,671,638,718
13,13,649,683,683,718
13,14,692,683,727,718
13,15,736,683,770,718
14,0,10,753,38,786
14,1,47,755,73,786
14,2,85,752,111,786
14,3,123,747,149,786
14,4,160,747,189,786
15,0,267,748,295,787
15,1,310,750,337,786
15,2,350,749,376,785
15,3,389,748,416,786
15,4,428,748,456,786
15,5,471,749,499,787
15,6,514,748,542,787
15,7,558,747,587,787
15,8,600,747,629,788
16,0,11,817,36,857
16,1,49,817,74,858
16,2,85,815,117,857
16,3,128,819,164,857
16,4,176,819,214,857
16,5,225,821,262,857
16,6,276,822,307,857
16,7,326,818,351,857
16,8,372,818,398,857
16,9,420,819,456,857
16,10,472,821,510,856
16,11,523,824,563,854
16,12,576,827,619,856
16,13,629,830,671,857
16,14,683,831,723,857
16,15,737,831,775,856
16,16,790,830,825,855
16,17,840,827,871,855
16,18,887,824,915,856
16,19,931,822,958,857
17,0,11,887,34,925
17,1,51,887,73,926
17,2,92,888,114,927
17,3,135,887,160,923
17,4,177,886,204,922
17,5,221,886,248,924
17,6,264,887,292,926
17,7,307,888,334,927
17,8,349,888,374,928
17,9,390,887,413,927
17,10,432,886,454,922
17,11,473,886,496,921
18,0,10,955,38,984
18,1,55,955,83,984
18,2,95,955,123,984
18,3,134,955,161,984
18,4,171,955,198,984
18,5,207,954,235,984
18,6,244,953,272,984
18,7,281,953,309,984
18,8,320,954,347,984
19,0,378,953,406,982
19,1,415,953,445,983
19,2,454,953,489,984
19,3,497,954,537,981
19,4,546,954,586,980
20,0,6,1015,35,1049
20,1,44,1019,74,1049
20,2,85,1018,117,1048
20,3,128,1010,167,1048
20,4,177,1006,222,1048
20,5,229,1007,274,1048
20,6,291,1009,337,1048
20,7,344,1014,389,1048
20,8,397,1013,442,1048
20,9,451,1013,497,1048
20,10,505,1014,550,1048
20,11,558,1014,600,1048
20,12,609,1014,651,1048
20,13,663,1014,706,1048
20,14,715,1012,758,1048
20,15,766,1009,811,1048
20,16,817,1007,864,1048
20,17,870,1007,915,1048
21,0,6,1090,31,1123
21,1,41,1090,66,1123
21,2,76,1090,101,1123
21,3,111,1090,136,1123
21,4,166,1090,191,1123
21,5,199,1089,224,1123
21,6,233,1088,261,1125
21,7,269,1086,300,1126
21,8,307,1082,334,1127
21,9,344,1079,367,1127
21,10,378,1079,400,1127
21,11,412,1081,436,1127
21,12,448,1084,474,1126
21,13,484,1087,510,1124
21,14,521,1088,548,1124
21,15,557,1089,582,1123
22,0,619,1073,675,1120
23,0,6,1156,37,1193
23,1,47,1156,78,1193
23,2,91,1156,121,1193
23,3,133,1156,164,1193
23,4,177,1156,206,1194
23,5,220,1156,249,1194
23,6,265,1156,293,1195
23,7,312,1157,339,1196
23,8,359,1157,385,1197
23,9,405,1157,431,1198
23,10,452,1158,476,1199
23,11,496,1158,521,1201
23,12,536,1159,561,1202
23,13,577,1159,602,1202
23,14,618,1160,642,1203
23,15,656,1161,682,1204
23,16,697,1161,724,1204
23,17,737,1162,766,1204
24,0,9,1206,39,1247
24,1,50,1208,81,1247
24,2,90,1209,123,1246
24,3,134,1210,167,1246
24,4,178,1211,211,1245
24,5,225,1212,260,1244
24,6,274,1213,309,1243
24,7,321,1213,357,1242
24,8,370,1214,406,1241
24,9,420,1215,457,1241
24,10,469,1215,506,1240
24,11,520,1215,557,1240
24,12,571,1215,608,1241
25,0,9,1294,32,1310
25,1,42,1293,65,1310
25,2,74,1292,98,1310
25,3,106,1292,130,1310
26,0,177,1295,193,1316
26,1,204,1293,222,1314
26,2,230,1293,247,1313
26,3,256,1292,274,1311
26,4,285,1290,304,1309
26,5,312,1290,332,1308
26,6,343,1288,364,1305
26,7,374,1288,396,1304
26,8,406,1288,429,1302
26,9,442,1288,464,1302
26,10,474,1288,496,1304
26,11,505,1288,526,1305
26,12,537,1289,558,1306
26,13,567,1291,587,1307
26,14,597,1290,617,1308
26,15,628,1290,646,1309
27,0,894,1313,909,1329
27,1,922,1314,934,1329
27,2,947,1313,959,1329
27,3,971,1313,983,1329
27,4,998,1314,1010,1329
27,5,1024,1313,1036,1330
27,6,1049,1313,1064,1329
27,7,1076,1313,1089,1330
28,0,7,1345,41,1381
28,1,54,1345,90,1379
28,2,102,1345,138,1376
28,3,152,1344,190,1375
28,4,204,1344,242,1375
28,5,253,1344,292,1375
28,6,305,1344,344,1379
28,7,356,1344,395,1382
28,8,409,1344,448,1381
28,9,460,1344,499,1380
28,10,512,1344,552,1378
28,11,565,1344,605,1376
28,12,616,1344,655,1376
28,13,668,1345,704,1380
28,14,719,1345,755,1382
29,0,812,1347,827,1367
29,1,836,1348,853,1367
29,2,862,1350,880,1367
29,3,889,1350,907,1367
29,4,916,1350,934,1367
29,5,924,1381,936,1394
29,6,941,1348,958,1367
29,7,947,1382,958,1394
29,8,966,1347,982,1367
29,9,968,1381,978,1395
29,10,989,1381,999,1394
29,11,993,1346,1008,1367
29,12,1008,1381,1018,1394
29,13,1021,1349,1036,1367
29,14,1030,1381,1041,1395
29,15,1047,1350,1064,1367
29,16,1050,1381,1062,1394
29,17,1073,1381,1084,1395
29,18,1076,1352,1088,1367
30,0,6,1416,34,1450
30,1,45,1417,76,1450
30,2,85,1419,114,1450
30,3,128,1422,159,1451
30,4,185,1423,219,1451
30,5,227,1411,274,1452
30,6,285,1404,329,1445
30,7,338,1410,384,1452
30,8,396,1418,429,1450
30,9,442,1409,488,1452
30,10,498,1402,542,1444
31,0,947,1411,1031,1426
31,1,1036,1411,1086,1426
32,0,4,1487,33,1521
32,1,43,1490,73,1521
32,2,82,1492,112,1521
32,3,121,1490,149,1521
32,4,160,1485,188,1521
32,5,197,1479,226,1519
32,6,235,1474,269,1518
32,7,276,1472,312,1517
32,8,318,1471,351,1515
32,9,359,1472,392,1514
32,10,399,1471,428,1512
32,11,438,1474,466,1509
32,12,474,1476,507,1507
32,13,515,1481,559,1509
32,14,566,1487,607,1516
32,15,617,1492,656,1521
32,16,667,1494,707,1522
32,17,717,1494,756,1522
32,18,766,1497,808,1522
32,19,818,1500,865,1522
32,20,882,1501,931,1522
32,21,940,1500,990,1521
32,22,999,1494,1043,1522
32,23,1053,1491,1094,1522
33,0,4,1551,32,1587
33,1,43,1550,77,1587
33,2,85,1550,123,1587
33,3,131,1550,168,1587
33,4,175,1550,213,1587
33,5,221,1550,260,1587
33,6,267,1550,306,1587
33,7,314,1549,351,1587
33,8,358,1548,391,1586
33,9,399,1546,434,1586
33,10,443,1543,477,1586
33,11,488,1543,521,1586
33,12,531,1543,563,1586
33,13,576,1545,606,1586
33,14,616,1545,653,1586
33,15,661,1546,692,1586
33,16,700,1547,734,1586
33,17,741,1547,777,1586
33,18,784,1547,818,1586
33,19,826,1548,856,1586
33,20,878,1550,907,1586
33,21,917,1550,946,1586
33,22,956,1551,985,1586
34,0,6,1603,37,1635
34,1,46,1604,81,1635
34,2,91,1604,128,1635
34,3,138,1610,178,1635
34,4,187,1612,228,1634
34,5,237,1614,279,1634
34,6,287,1604,322,1635
34,7,331,1604,366,1635
34,8,375,1602,411,1635
34,9,420,1602,455,1636
34,10,464,1602,499,1636
34,11,509,1602,544,1635
34,12,554,1602,590,1637
34,13,600,1602,639,1636
34,14,648,1602,687,1636
34,15,697,1600,737,1636
34,16,746,1598,785,1636
34,17,796,1597,835,1636
34,18,846,1597,883,1635
34,19,895,1598,923,1635
34,20,934,1599,961,1635
35,0,4,1654,34,1689
35,1,44,1656,75,1689
35,2,85,1656,114,1689
35,3,127,1656,157,1689
35,4,169,1657,202,1689
35,5,211,1655,246,1689
35,6,256,1654,290,1689
35,7,300,1653,329,1689
35,8,339,1653,366,1689
35,9,380,1652,408,1689
35,10,421,1653,450,1689
35,11,461,1653,490,1689
35,12,500,1654,529,1689
35,13,539,1655,568,1689
35,14,578,1649,610,1684
35,15,622,1644,656,1676
35,16,666,1643,707,1673
35,17,717,1646,758,1675
35,18,769,1650,814,1679
35,19,825,1655,871,1683
35,20,884,1664,933,1687
35,21,945,1661,986,1688
36,0,4,1701,37,1735
36,1,47,1701,80,1734
36,2,91,1701,125,1734
36,3,155,1701,189,1734
36,4,199,1701,236,1734
36,5,244,1701,286,1734
36,6,295,1701,333,1735
36,7,343,1701,382,1735
36,8,392,1701,430,1735
36,9,442,1702,479,1735
36,10,490,1703,526,1735
36,11,539,1702,576,1735
36,12,589,1701,626,1735
36,13,638,1702,675,1735
36,14,688,1701,725,1735
36,15,736,1702,772,1735
36,16,783,1701,816,1735
37,0,853,1701,884,1735
37,1,892,1702,923,1735
37,2,932,1702,964,1735
38,0,4,1752,37,1785
38,1,45,1751,81,1785
38,2,90,1750,128,1784
38,3,139,1749,177,1784
38,4,187,1747,228,1784
38,5,235,1746,278,1784
38,6,288,1746,329,1784
38,7,337,1746,375,1784
38,8,383,1747,415,1784
38,9,425,1748,452,1784
38,10,463,1749,491,1784
39,0,11,1828,36,1861
39,1,47,1828,73,1861
39,2,84,1828,111,1866
39,3,119,1828,151,1866
39,4,163,1828,198,1864
39,5,205,1828,246,1863
39,6,255,1827,297,1865
39,7,307,1827,349,1864
39,8,357,1827,397,1862
39,9,405,1827,445,1862
40,0,497,1822,537,1867
40,1,545,1825,674,1864
40,2,682,1823,722,1866
